group_id,subject,dataset_name,dataset_label,side_label,side_label_name,side_coeff_mean,side_coeff_abs_mean,side_recon_l1_mean,usage_b0,rep_b0,usage_b1,rep_b1,usage_b2,rep_b2
IMR:00235:x:group000,00235,IMR,0,1,Normal,-12.972505569458008,12.972505569458008,0.051026225090026855,0.018115585669875145,-0.23500452935695648,0.5628223419189453,-7.301216125488281,0.4190621078014374,-5.436285495758057
IMR:00241:x:group001,00241,IMR,0,1,Normal,-1.5990262031555176,1.5990262031555176,0.005820434540510178,0.25663086771965027,-0.4103594720363617,0.34279829263687134,-0.5481434464454651,0.400570809841156,-0.6405231952667236
IMR:00242:x:group002,00242,IMR,0,1,Normal,-1.3319697380065918,1.3319697380065918,0.037963416427373886,0.043351806700229645,-0.21602073311805725,0.22913174331188202,-1.6070291996002197,0.7275165319442749,0.49107980728149414
IMR:00244:x:group003,00244,IMR,0,1,Normal,-12.957530975341797,12.957530975341797,0.05436934530735016,0.026546886190772057,-0.34398210048675537,0.4420354962348938,-5.727688789367676,0.5314176082611084,-6.885859966278076
IMR:00245:x:group004,00245,IMR,0,1,Normal,-21.866281509399414,21.866281509399414,0.1021990105509758,0.004545275587588549,-0.09938827902078629,0.34776440262794495,-7.60431432723999,0.6476903557777405,-14.162579536437988
IMR:00251:x:group005,00251,IMR,0,1,Normal,-8.958715438842773,8.958715438842773,0.035763293504714966,0.059122394770383835,-0.529660701751709,0.45429471135139465,-4.069897174835205,0.4865829348564148,-4.359158039093018
IMR:00256:x:group006,00256,IMR,0,1,Normal,-18.892196655273438,18.892196655273438,0.08165384829044342,0.007540471851825714,-0.1424560844898224,0.4362133741378784,-8.241028785705566,0.5562461614608765,-10.508711814880371
IMR:00271:x:group007,00271,IMR,0,1,Normal,-18.14102554321289,18.14102554321289,0.0752381980419159,0.007593709975481033,-0.13775768876075745,0.49366289377212524,-8.955551147460938,0.4987434148788452,-9.047717094421387
IMR:00281:x:group008,00281,IMR,0,2,Right,-0.10722962766885757,0.10722962766885757,0.00039525385363958776,0.3525274395942688,-0.037801384925842285,0.28420981764793396,-0.030475713312625885,0.36326274275779724,-0.038952529430389404
IMR:00295:x:group009,00295,IMR,0,2,Right,-0.0662558302283287,0.0662558302283287,0.00024192355340346694,0.3376677632331848,-0.02237245813012123,0.3009504973888397,-0.01993972435593605,0.3613816499710083,-0.023943642154335976
IMR:00299:x:group010,00299,IMR,0,2,Right,-0.16672024130821228,0.16672024130821228,0.0006124104838818312,0.34666505455970764,-0.05779608339071274,0.2902825176715851,-0.048395972698926926,0.36305245757102966,-0.060528192669153214
IMR:00301:x:group011,00301,IMR,0,0,Left,33.89242172241211,33.89242172241211,0.23096783459186554,1.9952631546971134e-08,6.762430189155566e-07,5.395527296059299e-07,1.8286747945239767e-05,0.9999994039535522,33.89240264892578
IMR:00305:x:group012,00305,IMR,0,0,Left,32.60846710205078,32.60846710205078,0.22221793234348297,3.974514228843873e-08,1.2960281310370192e-06,9.167609391624865e-07,2.9894168619648553e-05,0.9999990463256836,32.608436584472656
IMR:00310:x:group014,00310,IMR,0,0,Left,35.78091049194336,35.78091049194336,0.24383749067783356,6.864544044304921e-09,2.456196455113968e-07,2.390881661540334e-07,8.55479265737813e-06,0.9999997615814209,35.78090286254883
IMR:00312:x:group015,00312,IMR,0,0,Left,36.91075134277344,36.91075134277344,0.2515370845794678,4.403426068222416e-09,1.6253376600161573e-07,1.599509715788372e-07,5.903910732740769e-06,0.9999998807907104,36.91074752807617
IMR:00321:x:group016,00321,IMR,0,0,Left,41.543006896972656,41.543006896972656,0.28310471773147583,3.6188155250194143e-10,1.5033647216000645e-08,2.1868597599450368e-08,9.08487322703877e-07,1.0,41.543006896972656
IMR:00323:x:group017,00323,IMR,0,0,Left,31.02787971496582,31.02787971496582,0.21144646406173706,8.590832578647678e-08,2.665553211045335e-06,1.7589201206646976e-06,5.4575561080127954e-05,0.9999982118606567,31.02782440185547
IMR:00327:x:group018,00327,IMR,0,2,Right,0.7442993521690369,0.7442993521690369,0.002891364274546504,0.24338078498840332,0.18114815652370453,0.27323833107948303,0.2033711075782776,0.48338091373443604,0.35978010296821594
IMR:00330:x:group019,00330,IMR,0,2,Right,-0.07609286904335022,0.07609286904335022,0.0002796296903397888,0.35040897130966187,-0.02666362375020981,0.2892475426197052,-0.022009674459695816,0.3603435158729553,-0.027419572696089745
IMR:00337:x:group020,00337,IMR,0,2,Right,-0.07325991988182068,0.07325991988182068,0.00026856493786908686,0.34556660056114197,-0.025316180661320686,0.29357779026031494,-0.02150748483836651,0.3608556389808655,-0.026436254382133484
IMR:00338:x:group021,00338,IMR,0,2,Right,-0.06359201669692993,0.06359201669692993,0.00023234558466356248,0.33830326795578003,-0.02151338756084442,0.29983827471733093,-0.019067320972681046,0.36185845732688904,-0.023011308163404465
IMR:00341:x:group022,00341,IMR,0,2,Right,-0.2213740348815918,0.2213740348815918,0.0008182703168131411,0.32831501960754395,-0.07268042117357254,0.2847828269004822,-0.0630435198545456,0.38690218329429626,-0.08565009385347366
IMR:00343:x:group023,00343,IMR,0,2,Right,-0.06685809046030045,0.06685809046030045,0.00024507715716026723,0.3470797538757324,-0.023205090314149857,0.29355016350746155,-0.019626203924417496,0.35937002301216125,-0.024026794359087944
IMR:00344:x:group024,00344,IMR,0,2,Right,-0.0547986663877964,0.0547986663877964,0.0001996092905756086,0.31626519560813904,-0.01733091101050377,0.31006941199302673,-0.0169913899153471,0.37366536259651184,-0.020476363599300385
IMR:00345:x:group025,00345,IMR,0,2,Right,0.09724969416856766,0.09724969416856766,0.00035996048245579004,0.3138156831264496,0.030518479645252228,0.28790518641471863,0.02799869142472744,0.3982791006565094,0.03873252123594284
IMR:00346:x:group026,00346,IMR,0,2,Right,-0.06769052147865295,0.06769052147865295,0.0002483064599800855,0.3455822169780731,-0.02339264005422592,0.29256588220596313,-0.019803937524557114,0.36185190081596375,-0.02449394389986992
IMR:00350:x:group027,00350,IMR,0,1,Normal,-10.87216567993164,10.87216567993164,0.04576142504811287,0.04568476602435112,-0.49669235944747925,0.4071906507015228,-4.42704439163208,0.5471245050430298,-5.948428153991699
IMR:00351:x:group028,00351,IMR,0,1,Normal,-1.091618299484253,1.091618299484253,0.003932835999876261,0.23914118111133575,-0.26105087995529175,0.3711419999599457,-0.40514540672302246,0.3897167444229126,-0.42542192339897156
IMR:00352:x:group029,00352,IMR,0,1,Normal,-4.582959175109863,4.582959175109863,0.017010467126965523,0.13127286732196808,-0.6016181707382202,0.44908276200294495,-2.0581278800964355,0.41964438557624817,-1.9232131242752075
IMR:00369:x:group030,00369,IMR,0,0,Left,14.214831352233887,14.214831352233887,0.09658348560333252,0.0006062088068574667,0.008617156185209751,0.002120445016771555,0.030141768977046013,0.9972733855247498,14.17607307434082
IMR:00370:x:group031,00370,IMR,0,0,Left,32.71628952026367,32.71628952026367,0.22295275330543518,3.4787017710868895e-08,1.1381021067791153e-06,8.510118050253368e-07,2.7841948394780047e-05,0.9999991655349731,32.71626281738281
IMR:00373:x:group032,00373,IMR,0,2,Right,0.6030369997024536,0.6030369997024536,0.002290524775162339,0.28690168261528015,0.17301233112812042,0.2690054178237915,0.16222022473812103,0.44409286975860596,0.26780444383621216
IMR:00380:x:group033,00380,IMR,0,1,Normal,-23.013578414916992,23.013578414916992,0.10921657085418701,0.003670868230983615,-0.08447981625795364,0.33238285779953003,-7.649319171905518,0.663946270942688,-15.279779434204102
IMR:00381:x:group034,00381,IMR,0,1,Normal,-9.542990684509277,9.542990684509277,0.03791380673646927,0.06055246666073799,-0.5778516530990601,0.45862114429473877,-4.376617431640625,0.48082634806632996,-4.588521480560303
IMR:00386:x:group035,00386,IMR,0,0,Left,15.197196960449219,15.197196960449219,0.1033509224653244,0.0002815518237184733,0.004278798587620258,0.0016175449127331376,0.02458214946091175,0.9981009364128113,15.168336868286133
IMR:00389:x:group036,00389,IMR,0,2,Right,-0.07385017722845078,0.07385017722845078,0.0002713151625357568,0.3501107096672058,-0.025855738669633865,0.28970250487327576,-0.021394580602645874,0.3601868152618408,-0.026599859818816185
IMR:00396:x:group037,00396,IMR,0,2,Right,-0.024689417332410812,0.024689417332410812,9.0519264631439e-05,0.3445459008216858,-0.008506637997925282,0.29352450370788574,-0.007246948778629303,0.3619295656681061,-0.008935830555856228
IMR:00402:x:group038,00402,IMR,0,0,Left,25.444543838500977,25.444543838500977,0.17339414358139038,1.5380468312287121e-06,3.913489854312502e-05,1.8325657947571017e-05,0.00046628800919279456,0.999980092048645,25.44403648376465
IMR:00406:x:group039,00406,IMR,0,2,Right,1.2463902235031128,1.2463902235031128,0.005186182446777821,0.1847020536661148,0.23021084070205688,0.2525441646575928,0.31476858258247375,0.5627537965774536,0.7014108300209045
IMR:00412:x:group040,00412,IMR,0,1,Normal,-8.94731616973877,8.94731616973877,0.034359946846961975,0.033417243510484695,-0.29899463057518005,0.5740365386009216,-5.136086463928223,0.39254626631736755,-3.512235641479492
IMR:00512:x:group041,00512,IMR,0,2,Right,-0.06674188375473022,0.06674188375473022,0.00024350793682970107,0.33575180172920227,-0.022408707067370415,0.30250662565231323,-0.020189862698316574,0.36174166202545166,-0.024143319576978683
IMR:00514:x:group042,00514,IMR,0,2,Right,0.006254106760025024,0.006254106760025024,2.282381865370553e-05,0.3283727467060089,0.0020536782685667276,0.3036918342113495,0.0018993210978806019,0.367935448884964,0.0023011076264083385
IMR:00521:x:group043,00521,IMR,0,2,Right,-0.12198582291603088,0.12198582291603088,0.00045138775021769106,0.35993459820747375,-0.04390691965818405,0.2777048647403717,-0.03387605771422386,0.36236053705215454,-0.04420284926891327
IMR:00551:x:group044,00551,IMR,0,1,Normal,-21.00530242919922,21.00530242919922,0.0970797911286354,0.005210134666413069,-0.10944045335054398,0.3591880202293396,-7.544853210449219,0.635601818561554,-13.351008415222168
TT:740525:x:group000,740525,TT,1,1,Normal,3.509103536605835,3.509103536605835,0.07931843400001526,0.02780013345181942,0.0012421496212482452,0.15916472673416138,-1.7830973863601685,0.8130351901054382,5.290958404541016
TT:844753:x:group001,844753,TT,1,1,Normal,-19.657459259033203,19.657459259033203,0.09202619642019272,0.018815085291862488,-0.21805183589458466,0.3680921494960785,-6.7288994789123535,0.6130927205085754,-12.7105073928833
TT:845408:x:group002,845408,TT,1,2,Right,-9.547176361083984,9.547176361083984,0.042260393500328064,0.04311414062976837,-0.182617649435997,0.3591032028198242,-3.7144906520843506,0.5977826118469238,-5.650068283081055
TT:847397:x:group003,847397,TT,1,0,Left,-8.433341026306152,8.433341026306152,0.049454376101493835,0.04452362284064293,-0.2394438087940216,0.3235863447189331,-3.732051372528076,0.631890058517456,-4.461846351623535
TT:847397:x:group004,847397,TT,1,0,Left,-14.609045028686523,14.609045028686523,0.06147019937634468,0.017929621040821075,-0.26193463802337646,0.45339661836624146,-6.623691558837891,0.5286737680435181,-7.723418712615967
TT:850823:x:group005,850823,TT,1,1,Normal,-20.21837043762207,20.21837043762207,0.10686831921339035,0.043173398822546005,-0.04084880277514458,0.24988780915737152,-4.610389232635498,0.7069388031959534,-15.567133903503418
TT:850830:x:group006,850830,TT,1,0,Left,-0.4595832824707031,0.4595832824707031,0.041768789291381836,0.04965587705373764,-0.28597334027290344,0.20958738029003143,-1.4926273822784424,0.7407567501068115,1.3190176486968994
TT:851367:x:group007,851367,TT,1,0,Left,1.9206805229187012,1.9206805229187012,0.056300126016139984,0.0698905885219574,0.010495426133275032,0.15601950883865356,-1.2373055219650269,0.7740898132324219,3.1474905014038086
TT:851367:x:group008,851367,TT,1,0,Left,-9.371253967285156,9.371253967285156,0.060859307646751404,0.02535226196050644,-0.23007991909980774,0.3127586543560028,-4.370218753814697,0.6618891358375549,-4.770956516265869
TT:851367:x:group009,851367,TT,1,0,Left,-2.3406684398651123,2.3406684398651123,0.008539238944649696,0.2422221451997757,-0.5669617056846619,0.3505949079990387,-0.820626437664032,0.4071829915046692,-0.9530803561210632
TT:861649:x:group010,861649,TT,1,1,Normal,-11.608329772949219,11.608329772949219,0.08862459659576416,0.013116888701915741,-0.16716980934143066,0.2432355433702469,-4.379075050354004,0.743647575378418,-7.0620856285095215
TT:861649:x:group011,861649,TT,1,1,Normal,15.866910934448242,15.866910934448242,0.10527264326810837,0.03841399773955345,0.1687735915184021,0.05526454746723175,0.24289098381996155,0.9063214659690857,15.455245971679688
