dataset_name,window_count_mean,window_count_std,free_coeff_l0_mean,free_coeff_l0_std,free_coeff_l1_mean,free_coeff_l1_std,side_coeff_mean,side_coeff_std,free_l0_entropy_mean,free_l0_entropy_std,free_l1_entropy_mean,free_l1_entropy_std,side_entropy_mean,side_entropy_std,basis_usage_b5_mean,basis_usage_b5_std,basis_usage_b6_mean,basis_usage_b6_std,basis_usage_b8_mean,basis_usage_b8_std,basis_usage_b9_mean,basis_usage_b9_std,basis_usage_b10_mean,basis_usage_b10_std,basis_activation_b9_mean,basis_activation_b9_std,basis_activation_b10_mean,basis_activation_b10_std,num_patients
IMR,1.1111111111111112,0.7740842003337552,-0.12947545504630206,0.6336375911639954,0.016500511190004185,0.014269009457450348,1.7461665209350161,16.832114803369166,0.19123834039085744,0.022754676649515953,0.49202257529886473,0.10899852110757707,0.6728543473152916,0.4432886348496357,0.7404993260589112,0.22965558177373335,0.08067427224181718,0.23228406411056496,0.1432619631871838,0.1617951656068094,0.23346806545732357,0.16066594578331633,0.6232699692068677,0.25912014511437126,-2.1024939002030436,3.3925389137112787,3.950688746307447,14.321465795104539,225
TT,4.761904761904762,2.516380713077316,-2.781634480707229,1.029851002599768,0.04765721383213836,0.009637839488984598,-7.328404966767424,8.17415880768883,0.10090753395960507,0.041411727975156666,0.8669531739915513,0.22201076509309955,0.7617358845525286,0.1687958778794333,0.2390412050332432,0.1551182400912162,0.5878717434874827,0.15689361846892047,0.06066143864452885,0.03636252426288979,0.2862621780452479,0.10777387293982513,0.6530763808637857,0.11775711967988492,-3.5281311514209515,2.2896793365310892,-3.5334787925926796,5.85774324939677,42
