point_id,axis_position
345,0.4174796938896179
352,0.4092772305011749
376,0.4026092290878296
411,0.34085455536842346
266,0.18370813131332397
330,0.21485748887062073
280,0.30772584676742554
32,-0.14636647701263428
208,-0.07860519737005234
199,0.0
140,-0.15581250190734863
171,-0.08483048528432846
175,0.0
262,0.14636647701263428
428,0.07860519737005234
369,0.15581250190734863
396,0.08483048528432846
