dataset_name,basis_activation_b0,basis_activation_b1,basis_activation_b4,basis_activation_b5,basis_activation_b6,basis_activation_b8,basis_activation_b9,basis_activation_b10
IMR,-0.12836069552516338,-0.0011147565988396744,0.002908724886569053,0.008548887111748307,0.005042898017750034,-0.10202830952171335,-2.1024939002030436,3.950688746307447
TT,-2.7706439920932686,-0.010990423921535002,0.008150043347186928,0.002759673378450688,0.03674749294345173,-0.2667949832841212,-3.5281311514209515,-3.5334787925926796
