,Left,Normal,Right
Left,0.8795180722891566,0.060240963855421686,0.060240963855421686
Normal,0.018018018018018018,0.9369369369369369,0.04504504504504504
Right,0.020202020202020204,0.010101010101010102,0.9696969696969697
