,Left,Normal,Right
Left,0.012048192771084338,0.5060240963855421,0.4819277108433735
Normal,0.036036036036036036,0.6936936936936937,0.2702702702702703
Right,0.010101010101010102,0.3838383838383838,0.6060606060606061
