label_5class,basis_i,basis_j,basis_i_name,basis_j_name,corr
3,3,3,b5,b5,0.9999999999999999
3,3,4,b5,b6,-0.9999999999999998
3,3,5,b5,b8,0.3012811320422543
3,3,6,b5,b9,0.4725451914376287
3,3,7,b5,b10,-0.14314051974204037
3,4,0,b6,b0,-0.9957731487926731
3,4,1,b6,b1,-0.9957731487926731
3,4,2,b6,b4,0.9999999999999997
3,4,3,b6,b5,-0.9999999999999999
3,4,4,b6,b6,1.0
3,4,5,b6,b8,-0.30128113204225176
3,4,6,b6,b9,-0.47254519143762597
3,4,7,b6,b10,0.14314051974204145
3,5,0,b8,b0,0.3150374356593568
3,5,1,b8,b1,0.3150374356593558
3,5,2,b8,b4,-0.3012811320422516
3,5,3,b8,b5,0.3012811320422543
3,5,4,b8,b6,-0.3012811320422517
3,5,5,b8,b8,1.0
3,5,6,b8,b9,0.7735159039331646
3,5,7,b8,b10,0.3389456759366391
3,6,0,b9,b0,0.4807107476750742
3,6,1,b9,b1,0.4807107476750739
3,6,2,b9,b4,-0.47254519143762613
3,6,3,b9,b5,0.4725451914376287
3,6,4,b9,b6,-0.47254519143762597
3,6,5,b9,b8,0.7735159039331646
3,6,6,b9,b9,0.9999999999999999
3,6,7,b9,b10,0.5578521480664711
3,7,0,b10,b0,-0.12989457618863878
3,7,1,b10,b1,-0.1298945761886382
3,7,2,b10,b4,0.14314051974204053
3,7,3,b10,b5,-0.1431405197420404
3,7,4,b10,b6,0.14314051974204142
3,7,5,b10,b8,0.3389456759366391
3,7,6,b10,b9,0.5578521480664711
3,7,7,b10,b10,1.0
4,0,0,b0,b0,0.9999999999999999
4,0,1,b0,b1,1.0
4,0,2,b0,b4,-0.2700286011357554
4,0,3,b0,b5,0.2700286011357596
4,0,4,b0,b6,-0.2700286011357571
4,0,5,b0,b8,0.09967502956472037
4,0,6,b0,b9,0.5670937449840282
4,0,7,b0,b10,-0.8208528364175096
4,1,0,b1,b0,1.0
4,1,1,b1,b1,1.0
4,1,2,b1,b4,-0.2700286011357563
4,1,3,b1,b5,0.2700286011357597
4,1,4,b1,b6,-0.27002860113575705
4,1,5,b1,b8,0.09967502956471978
4,1,6,b1,b9,0.5670937449840286
4,1,7,b1,b10,-0.8208528364175111
4,2,0,b4,b0,-0.2700286011357554
4,2,1,b4,b1,-0.2700286011357563
4,2,2,b4,b4,1.0
4,2,3,b4,b5,-0.9999999999999997
4,2,4,b4,b6,0.9999999999999994
4,2,5,b4,b8,-0.31719917746092335
4,2,6,b4,b9,-0.251987639417462
4,2,7,b4,b10,0.15088987820532337
4,3,0,b5,b0,0.2700286011357596
4,3,1,b5,b1,0.27002860113575977
4,3,2,b5,b4,-0.9999999999999997
4,3,3,b5,b5,1.0
4,3,4,b5,b6,-0.9999999999999999
4,3,5,b5,b8,0.31719917746092396
4,3,6,b5,b9,0.2519876394174652
4,3,7,b5,b10,-0.15088987820532657
4,4,0,b6,b0,-0.2700286011357571
4,4,1,b6,b1,-0.27002860113575705
4,4,2,b6,b4,0.9999999999999993
4,4,3,b6,b5,-0.9999999999999999
4,4,4,b6,b6,0.9999999999999999
4,4,5,b6,b8,-0.3171991774609244
4,4,6,b6,b9,-0.25198763941746455
4,4,7,b6,b10,0.15088987820532457
4,5,0,b8,b0,0.09967502956472034
4,5,1,b8,b1,0.0996750295647198
4,5,2,b8,b4,-0.3171991774609234
4,5,3,b8,b5,0.31719917746092396
4,5,4,b8,b6,-0.3171991774609244
4,5,5,b8,b8,1.0
4,5,6,b8,b9,0.6281939330064071
4,5,7,b8,b10,0.33921557947333203
4,6,0,b9,b0,0.5670937449840282
4,6,1,b9,b1,0.5670937449840286
4,6,2,b9,b4,-0.251987639417462
4,6,3,b9,b5,0.25198763941746527
4,6,4,b9,b6,-0.25198763941746455
4,6,5,b9,b8,0.628193933006407
4,6,6,b9,b9,1.0
4,6,7,b9,b10,-0.3635924447534281
4,7,0,b10,b0,-0.8208528364175096
4,7,1,b10,b1,-0.8208528364175111
4,7,2,b10,b4,0.1508898782053234
4,7,3,b10,b5,-0.15088987820532657
4,7,4,b10,b6,0.15088987820532457
4,7,5,b10,b8,0.3392155794733321
4,7,6,b10,b9,-0.3635924447534281
4,7,7,b10,b10,1.0
