side_label_name,window_count_mean,window_count_std,free_coeff_l0_mean,free_coeff_l0_std,free_coeff_l1_mean,free_coeff_l1_std,side_coeff_mean,side_coeff_std,free_l0_entropy_mean,free_l0_entropy_std,free_l1_entropy_mean,free_l1_entropy_std,side_entropy_mean,side_entropy_std,basis_usage_b5_mean,basis_usage_b5_std,basis_usage_b6_mean,basis_usage_b6_std,basis_usage_b8_mean,basis_usage_b8_std,basis_usage_b9_mean,basis_usage_b9_std,basis_usage_b10_mean,basis_usage_b10_std,basis_activation_b9_mean,basis_activation_b9_std,basis_activation_b10_mean,basis_activation_b10_std,num_patients
Left,1.5263157894736843,1.483003117196331,-0.38335620695935146,0.9564938493763556,0.02297667214614254,0.019060750410778007,21.03390449183661,10.5892091055133,0.18296230600657495,0.03265846103756536,0.5519751531215409,0.19445165110167242,0.1020341722910743,0.22021840448662172,0.6362673878520354,0.30677726703345565,0.18609917865958728,0.31028843197667644,0.010423023835312411,0.02551645913041675,0.021846509115450816,0.05747356113953451,0.9677304685470605,0.07996503745178864,-0.05536404821612825,0.5115683949292135,21.083912990836254,10.416152960851047,76
Normal,2.1237113402061856,2.3419086409324827,-0.9115503098736375,1.500743031861144,0.023437867933574077,0.018639600460978317,-15.494940560181666,6.225430844312081,0.1642163314967637,0.053492879782835276,0.5781797684115747,0.2099457218636655,0.7758059979010569,0.10322450909890422,0.6288445749938603,0.2999989803539465,0.1936069480092904,0.30343256561600546,0.03882529551791089,0.05056155799290922,0.3776340984084086,0.0676176380534676,0.5835406047878479,0.08092394249118966,-6.231785639450094,2.2749237252451793,-8.939411125100653,4.173837910454076,97
Right,1.3617021276595744,1.2430543706461603,-0.30218269987731955,0.9098248470644102,0.018026784319545044,0.015208234146670522,-0.11141540889163669,1.036578920709843,0.1854534425804315,0.031981824957950676,0.5221655699652115,0.1619867438783528,1.0678442170917302,0.06555910419827514,0.7159344013137456,0.24477213159888517,0.10552035048780148,0.24757362773273583,0.3215267942921858,0.07506713321055111,0.2793881273128544,0.02763980137078873,0.39908507227474915,0.08312527335649059,-0.1335293746199987,0.5192474098428835,0.05579096235628805,0.6601162650731086,94
