dataset_name,dataset_label,subject,group_id,group_frame_idx,window_idx,prev_window_idx,side_label,side_label_name,free_coeff_l0,free_decoded_index_l0,free_argmax_usage_index_l0,free_argmax_usage_global_b_l0,free_coeff_l1,free_decoded_index_l1,free_argmax_usage_index_l1,free_argmax_usage_global_b_l1,side_coeff,side_argmax_usage_index,basis_usage_b0,basis_activation_b0,basis_usage_b1,basis_activation_b1,basis_usage_b2,basis_activation_b2,basis_usage_b3,basis_activation_b3,basis_usage_b4,basis_activation_b4,basis_usage_b5,basis_activation_b5,basis_usage_b6,basis_activation_b6,basis_usage_b7,basis_activation_b7,basis_usage_b8,basis_activation_b8,basis_usage_b9,basis_activation_b9,basis_usage_b10,basis_activation_b10,start_frame,end_frame,side,score,label_5class,matrix_size,deleted_x,deleted_y
IMR,0,00229,IMR:00229:x:group006,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-13.980097770690918,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.03364107757806778,-0.47030556201934814,0.4451863169670105,-6.223748207092285,0.5211725831031799,-7.286043643951416,100,120,-1,0,2,341,0,0
IMR,0,00230,IMR:00230:x:group007,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-14.0778226852417,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.034907277673482895,-0.4914184510707855,0.39524397253990173,-5.564174652099609,0.5698486566543579,-8.022228240966797,100,120,-1,0,2,341,0,0
IMR,0,00231,IMR:00231:x:group008,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-14.573141098022461,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.031783998012542725,-0.4631927013397217,0.39997878670692444,-5.828947067260742,0.5682371854782104,-8.281001091003418,100,120,-1,0,2,341,0,0
IMR,0,00232,IMR:00232:x:group009,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-17.599655151367188,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.018868904560804367,-0.3320862054824829,0.37544283270835876,-6.607664585113525,0.6056882739067078,-10.659904479980469,100,120,-1,0,2,341,0,0
IMR,0,00233,IMR:00233:x:group010,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-21.60434913635254,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.00923327635973692,-0.19947892427444458,0.35453885793685913,-7.659581184387207,0.6362278461456299,-13.745288848876953,100,120,-1,0,2,341,0,0
IMR,0,00234,IMR:00234:x:group011,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-12.931931495666504,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.042441610246896744,-0.5488519668579102,0.39831650257110596,-5.151001930236816,0.5592418909072876,-7.232077598571777,100,120,-1,0,2,341,0,0
IMR,0,00235,IMR:00235:x:group012,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-11.879844665527344,1,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.045865923166275024,-0.5448800325393677,0.49884989857673645,-5.926259517669678,0.4552841782569885,-5.408705234527588,100,120,-1,0,2,341,0,0
IMR,0,00236,IMR:00236:x:group013,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-18.319135665893555,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.016174687072634697,-0.2963062822818756,0.39409762620925903,-7.219527721405029,0.5897276401519775,-10.803300857543945,100,120,-1,0,2,341,0,0
IMR,0,00237,IMR:00237:x:group014,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-21.874929428100586,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.008660254999995232,-0.1894424706697464,0.375637412071228,-8.217041969299316,0.6157023310661316,-13.46844482421875,100,120,-1,0,2,341,0,0
IMR,0,00238,IMR:00238:x:group015,0,5,4,1,Normal,-0.014000579714775085,1,0,0,0.011544760316610336,3,3,5,-21.093469619750977,2,0.9510898590087891,-0.013315808959305286,0.04891015589237213,-0.0006847705226391554,0.0,0.0,0.0,0.0,0.17973925173282623,0.002075046533718705,0.8202607035636902,0.0094697130843997,0.0,0.0,0.0,0.0,0.009289759211242199,-0.19595324993133545,0.3980555832386017,-8.396373748779297,0.5926547050476074,-12.501144409179688,100,120,-1,0,2,341,0,0
