,Left,Normal,Right
Left,0.9397590361445783,0.04819277108433735,0.012048192771084338
Normal,0.04504504504504504,0.9279279279279279,0.02702702702702703
Right,0.020202020202020204,0.06060606060606061,0.9191919191919192
