,Left,Normal,Right
Left,0.9397590361445783,0.04819277108433735,0.012048192771084338
Normal,0.02702702702702703,0.9459459459459459,0.02702702702702703
Right,0.030303030303030304,0.030303030303030304,0.9393939393939394
