dataset_name,dataset_label,subject,group_id,group_frame_idx,window_idx,prev_window_idx,side_label,side_label_name,free_coeff_l0,free_decoded_index_l0,free_argmax_usage_index_l0,free_argmax_usage_global_b_l0,free_coeff_l1,free_decoded_index_l1,free_argmax_usage_index_l1,free_argmax_usage_global_b_l1,side_coeff,side_argmax_usage_index,basis_usage_b0,basis_activation_b0,basis_usage_b1,basis_activation_b1,basis_usage_b2,basis_activation_b2,basis_usage_b3,basis_activation_b3,basis_usage_b4,basis_activation_b4,basis_usage_b5,basis_activation_b5,basis_usage_b6,basis_activation_b6,basis_usage_b7,basis_activation_b7,basis_usage_b8,basis_activation_b8,basis_usage_b9,basis_activation_b9,basis_usage_b10,basis_activation_b10,start_frame,end_frame,side,score,label_5class,matrix_size,deleted_x,deleted_y
IMR,0,00102,IMR:00102:x:group000,0,2,1,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,5.280597686767578,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.5413331389427185,10.614418029785156,0.343185156583786,5.219204425811768,0.11548172682523727,0.008170459419488907,40,60,-1,0,2,341,0,1
IMR,0,00102,IMR:00102:x:group000,1,3,2,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,4.460986614227295,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.5072258114814758,8.306707382202148,0.3761373460292816,5.053897380828857,0.11663683503866196,0.022354159504175186,60,80,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group000,2,5,4,1,Normal,0.13062308728694916,1,1,1,0.9800705909729004,0,0,2,8.799772262573242,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.08988485485315323,0.5735252499580383,0.24344848096370697,1.5533634424209595,0.43022608757019043,10.105600357055664,0.3608807325363159,16.94031524658203,0.20889316499233246,-0.646598219871521,100,120,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group000,3,6,5,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,-0.37762150168418884,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.3800131380558014,-0.10931849479675293,0.329593300819397,1.561109185218811,0.29039356112480164,-2.584655284881592,120,140,-1,0,2,341,0,1
IMR,0,00102,IMR:00102:x:group001,0,7,6,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,5.613492488861084,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.515840470790863,10.320631980895996,0.3705906867980957,6.553351402282715,0.11356881260871887,-0.033506471663713455,140,160,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group001,1,9,8,1,Normal,0.13062308728694916,1,1,1,0.9800705909729004,0,0,2,3.1603667736053467,2,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.08988485485315323,0.5735252499580383,0.24344848096370697,1.5533634424209595,0.2881995439529419,8.178516387939453,0.3235154449939728,18.11971092224121,0.3882850110530853,-16.817129135131836,180,200,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group001,2,11,10,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,4.690834045410156,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.5101673603057861,8.67430591583252,0.3734852969646454,5.381809234619141,0.11634736508131027,0.016386546194553375,220,240,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group001,3,13,12,1,Normal,0.13062308728694916,1,1,1,0.9800705909729004,0,0,2,6.763483047485352,1,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.08988485485315323,0.5735252499580383,0.24344848096370697,1.5533634424209595,0.30589553713798523,8.193893432617188,0.3475770950317383,18.253999710083008,0.34652742743492126,-6.157445430755615,260,280,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,0,15,14,1,Normal,0.13062308728694916,1,1,1,0.8571876883506775,4,4,6,5.270185470581055,0,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.3161512613296509,1.6676093339920044,0.01718207634985447,0.09063064306974411,0.5134149193763733,9.571085929870605,0.37044110894203186,6.191317081451416,0.11614391952753067,0.04815252870321274,300,320,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,0.13062308728694916,1,1,1,0.9800705909729004,0,0,2,7.865676403045654,1,0.21842515468597412,0.5451751351356506,0.7815747857093811,-0.1533060073852539,0.2977861762046814,0.8405078053474426,0.08003482967615128,0.08331374824047089,0.0,0.0,0.28884565830230713,-0.11049863696098328,0.08988485485315323,0.5735252499580383,0.24344848096370697,1.5533634424209595,0.3473079204559326,6.944731712341309,0.3692171573638916,19.176530838012695,0.28347495198249817,-2.524235248565674,340,360,-1,0,2,341,0,0
