dataset_name,dataset_label,subject,group_id,group_frame_idx,window_idx,prev_window_idx,side_label,side_label_name,basis_global_index,basis_name,branch,level_index,level_name,local_basis_index,raw_coeff_column,usage,raw_coeff,activation,decoded_index_local,decoded_index_global,argmax_usage_index_local,argmax_usage_index_global,is_decoded_basis,is_argmax_usage_basis,start_frame,end_frame,side,score,label_5class,matrix_size,deleted_x,deleted_y
IMR,0,00102,IMR:00102:x:group002,0,15,14,1,Normal,9,side_b1,side,,side,1,side_coeff,0.37044110894203186,5.270185470581055,6.191317081451416,,,0,8,,0,300,320,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,0,15,14,1,Normal,10,side_b2,side,,side,2,side_coeff,0.11614391952753067,5.270185470581055,0.04815252870321274,,,0,8,,0,300,320,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,0,free_b0,free,0.0,free_level0,0,free_coeff_l0,0.21842515468597412,0.13062308728694916,0.5451751351356506,1.0,1.0,1,1,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,1,free_b1,free,0.0,free_level0,1,free_coeff_l0,0.7815747857093811,0.13062308728694916,-0.1533060073852539,1.0,1.0,1,1,1.0,1,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,2,free_b2,free,1.0,free_level1,0,free_coeff_l1,0.2977861762046814,0.9800705909729004,0.8405078053474426,0.0,2.0,0,2,1.0,1,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,3,free_b3,free,1.0,free_level1,1,free_coeff_l1,0.08003482967615128,0.9800705909729004,0.08331374824047089,0.0,2.0,0,2,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,4,free_b4,free,1.0,free_level1,2,free_coeff_l1,0.0,0.9800705909729004,0.0,0.0,2.0,0,2,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,5,free_b5,free,1.0,free_level1,3,free_coeff_l1,0.28884565830230713,0.9800705909729004,-0.11049863696098328,0.0,2.0,0,2,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,6,free_b6,free,1.0,free_level1,4,free_coeff_l1,0.08988485485315323,0.9800705909729004,0.5735252499580383,0.0,2.0,0,2,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,7,free_b7,free,1.0,free_level1,5,free_coeff_l1,0.24344848096370697,0.9800705909729004,1.5533634424209595,0.0,2.0,0,2,0.0,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,8,side_b0,side,,side,0,side_coeff,0.3473079204559326,7.865676403045654,6.944731712341309,,,1,9,,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,9,side_b1,side,,side,1,side_coeff,0.3692171573638916,7.865676403045654,19.176530838012695,,,1,9,,1,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,1,17,16,1,Normal,10,side_b2,side,,side,2,side_coeff,0.28347495198249817,7.865676403045654,-2.524235248565674,,,1,9,,0,340,360,-1,0,2,341,0,0
IMR,0,00102,IMR:00102:x:group002,2,18,17,1,Normal,0,free_b0,free,0.0,free_level0,0,free_coeff_l0,0.21842515468597412,0.13062308728694916,0.5451751351356506,1.0,1.0,1,1,0.0,0,360,380,-1,0,2,341,0,0
