,Left,Normal,Right
Left,0.8795180722891566,0.07228915662650602,0.04819277108433735
Normal,0.02702702702702703,0.9459459459459459,0.02702702702702703
Right,0.050505050505050504,0.030303030303030304,0.9191919191919192
