group_id,subject,dataset_name,side_label,side_label_name,label_5class,dataset_label,side_coeff_mean,side_coeff_abs_mean,side_recon_l1_mean,usage_b0,rep_b0,usage_b1,rep_b1,usage_b2,rep_b2
IMR:00333:x:group090,00333,IMR,2,Right,4,0,1.1329460144042969,1.1329460144042969,0.007914850488305092,0.22886458039283752,0.09506296366453171,0.24751006066799164,0.13964159786701202,0.523625373840332,0.8982415795326233
IMR:00334:x:group091,00334,IMR,2,Right,4,0,-1.6134079694747925,1.6134079694747925,0.004542825743556023,0.28243499994277954,-0.4552866816520691,0.3394942283630371,-0.5479519963264465,0.37807077169418335,-0.6101692914962769
IMR:00335:x:group092,00335,IMR,2,Right,4,0,-1.2204298973083496,1.2204298973083496,0.0033980330917984247,0.29699212312698364,-0.36245808005332947,0.33032476902008057,-0.4031382203102112,0.3726830780506134,-0.4548335671424866
IMR:00336:x:group093,00336,IMR,2,Right,4,0,1.4481027126312256,1.4481027126312256,0.0052231051959097385,0.24148699641227722,0.3496979773044586,0.24325525760650635,0.3522585928440094,0.515257716178894,0.7461460828781128
IMR:00337:x:group020,00337,IMR,2,Right,4,0,-1.514387607574463,1.514387607574463,0.004257716238498688,0.2834360897541046,-0.42923209071159363,0.3391037881374359,-0.5135345458984375,0.3774601221084595,-0.5716209411621094
IMR:00338:x:group021,00338,IMR,2,Right,4,0,-0.7070115208625793,0.7070115208625793,0.0019746520556509495,0.3030843734741211,-0.21428413689136505,0.32275882363319397,-0.2281942069530487,0.3741568326950073,-0.2645331919193268
IMR:00339:x:group094,00339,IMR,2,Right,4,0,-0.3161124885082245,0.3161124885082245,0.0008505680598318577,0.3363078534603119,-0.10631111264228821,0.30740299820899963,-0.09717392921447754,0.3562891483306885,-0.11262744665145874
IMR:00340:x:group095,00340,IMR,2,Right,4,0,-0.8650349378585815,0.8650349378585815,0.0023675637785345316,0.3038071095943451,-0.2628037631511688,0.33174294233322144,-0.28696924448013306,0.3644499182701111,-0.3152619004249573
IMR:00341:x:group022,00341,IMR,2,Right,4,0,-0.2606838047504425,0.2606838047504425,0.0007058327901177108,0.320883184671402,-0.08364904671907425,0.31982728838920593,-0.0833737924695015,0.3592895567417145,-0.09366096556186676
IMR:00342:x:group096,00342,IMR,2,Right,4,0,-1.2487330436706543,1.2487330436706543,0.00348133547231555,0.28858330845832825,-0.36036351323127747,0.33807191252708435,-0.4221615791320801,0.3733447790145874,-0.46620795130729675
