,Left,Normal,Right
Left,0.8072289156626506,0.03614457831325301,0.1566265060240964
Normal,0.02702702702702703,0.9369369369369369,0.036036036036036036
Right,0.020202020202020204,0.030303030303030304,0.9494949494949495
