dataset_name,basis_usage_b0,basis_usage_b1,basis_usage_b4,basis_usage_b5,basis_usage_b6,basis_usage_b8,basis_usage_b9,basis_usage_b10
IMR,0.952233497257586,0.047766516520500596,0.1788263555468132,0.7404993260589112,0.08067427224181718,0.1432619631871838,0.23346806545732357,0.6232699692068677
TT,0.9784999079805206,0.021500080003447393,0.17308699621714072,0.23904120503324316,0.5878717434874827,0.060661438644528796,0.28626217804524784,0.6530763808637857
