dataset_name,window_count_mean,window_count_std,free_coeff_l0_mean,free_coeff_l0_std,free_coeff_l1_mean,free_coeff_l1_std,side_coeff_mean,side_coeff_std,free_l0_entropy_mean,free_l0_entropy_std,free_l1_entropy_mean,free_l1_entropy_std,side_entropy_mean,side_entropy_std,basis_usage_b5_mean,basis_usage_b5_std,basis_usage_b6_mean,basis_usage_b6_std,basis_usage_b8_mean,basis_usage_b8_std,basis_usage_b9_mean,basis_usage_b9_std,basis_usage_b10_mean,basis_usage_b10_std,basis_activation_b9_mean,basis_activation_b9_std,basis_activation_b10_mean,basis_activation_b10_std,num_patients
IMR,1.1111111111111112,0.7740842003337552,0.1306230872869491,0.0,0.9748409224198723,0.024207109245780536,-0.10988008144904264,7.226186915799466,0.5249075386517081,0.0,1.4779056497721803,0.0342740667511211,0.7179028392099728,0.2092019826415125,0.28499438285827633,0.03320379243530692,0.10074657832281755,0.04952227883519581,0.6683848454976323,0.14608393640284303,0.15100888358071676,0.11968710185580128,0.18060627283052214,0.13827395785594046,4.704652630384441,5.570553212696734,-16.297113060900788,22.22094960941947,225
TT,4.761904761904762,2.516380713077316,0.1306230872869491,0.0,0.9007639599219246,0.02922760612047407,2.1720765649495912,2.862494108727629,0.5249075386517081,3.8770669772957187e-17,1.5223227170440852,0.054138972805219655,1.005312788303732,0.04712088699643954,0.28512046628055115,0.01418761445113958,0.2139738109204228,0.04872668906666472,0.510952916324071,0.04830813031399603,0.29514315071982455,0.045698378240321184,0.19390393378949902,0.06567984178355825,3.4024921548477485,2.0626172233968387,-2.535263700950299,3.219326923522933,42
