dataset_name,side_label_name,window_count_mean,window_count_std,free_coeff_l0_mean,free_coeff_l0_std,free_coeff_l1_mean,free_coeff_l1_std,side_coeff_mean,side_coeff_std,free_l0_entropy_mean,free_l0_entropy_std,free_l1_entropy_mean,free_l1_entropy_std,side_entropy_mean,side_entropy_std,basis_usage_b5_mean,basis_usage_b5_std,basis_usage_b6_mean,basis_usage_b6_std,basis_usage_b8_mean,basis_usage_b8_std,basis_usage_b9_mean,basis_usage_b9_std,basis_usage_b10_mean,basis_usage_b10_std,basis_activation_b9_mean,basis_activation_b9_std,basis_activation_b10_mean,basis_activation_b10_std,num_patients
IMR,Left,1.1323529411764706,0.6442492278638452,0.1306230872869491,0.0,0.9731051311189053,0.024876263169350984,0.26239921647470954,4.400832277092595,0.5249075386517081,0.0,1.4832087291441713,0.028714049397052042,0.5466183773483074,0.14340026462325065,0.2888456583023071,0.0,0.09820347273831856,0.040608530762324804,0.8041082165550952,0.06584174944320771,0.1658172323779367,0.031699394525362,0.030074555741570173,0.045466232613673004,3.5068795435568867,2.3517970507331314,-0.05724847887833285,0.5136993405739743,68
IMR,Normal,1.1830985915492958,1.2107832076202292,0.1306230872869491,0.0,0.9733933247387334,0.026214224446830296,6.490820855958005,4.887974008547483,0.5249075386517081,0.0,1.4779544903173607,0.027169170527688084,0.9160325745555286,0.16743179091222435,0.2888456583023071,0.0,0.10118368949154424,0.047772878216173716,0.545310759901797,0.14842380628557725,0.27809296292382024,0.07154435467199546,0.17659627481415285,0.1242156820450344,10.99262524256105,5.108212167287097,-5.447038603013057,9.365327234917864,71
IMR,Right,1.0348837209302326,0.1845614463981577,0.1306230872869491,0.0,0.9774085182783215,0.021902276417860283,-5.853656346736432,5.725738396285395,0.5249075386517081,0.0,1.4736721954000505,0.042394346788201046,0.6897648415013541,0.13776071469143514,0.2787696469661801,0.0533097724821018,0.10239653514568194,0.0572321184802752,0.662676366955735,0.08519011537634441,0.034381705074073815,0.07290793780447315,0.30294193121669594,0.05259797070891524,0.4604958215441426,1.8783981893371906,-38.095555829360734,20.945365450701075,86
TT,Left,4.875,2.295181287579947,0.1306230872869491,0.0,0.893435080337619,0.0401312982270794,3.6612187793526414,1.3663293211438616,0.5249075386517081,7.268115783753716e-17,1.5101352927619447,0.08469129474630889,0.9516614075255547,0.061286333507707264,0.2888456583023071,0.0,0.21199688374523132,0.07193109778234341,0.5674347407169759,0.05912501987554048,0.2862419655842204,0.03051864031757438,0.146323295332083,0.04137755094191453,3.2680394553121124,1.4825639850109957,-0.44749403692530615,0.8104364928538481,8
TT,Normal,4.6923076923076925,2.753459362608873,0.1306230872869491,0.0,0.9018747171557648,0.02930893776175792,3.0969208280218172,1.3736482547648439,0.5249075386517081,2.2204460492503132e-17,1.5270939367464886,0.045797501599469596,1.0086943728405096,0.031153876790258963,0.282828040421009,0.017769812652292504,0.21447207543746508,0.045763186328874765,0.5086127164572368,0.03025453828743509,0.3141525178281215,0.03076713949960396,0.1772347606201707,0.034282153715396106,4.075363305739158,1.7738356872857701,-1.6558143097354652,1.7321367951096214,26
TT,Right,4.875,2.1671244937540095,0.1306230872869491,0.0,0.9044828784962495,0.015597421343838543,-2.3228095044381916,3.253501901336567,0.5249075386517081,4.1962486042515756e-17,1.5190036772934143,0.04729890381610954,1.047974019337382,0.019251607128214165,0.2888456583023071,0.0,0.21433137841522693,0.035318641843275295,0.4620767414983776,0.022525810879934764,0.24226389275346363,0.05736854029572966,0.2956593850472321,0.06248661093857215,1.3501136139863068,2.228624093155443,-7.4812438864235045,3.6769624892021944,8
