,Left,Normal,Right
Left,0.060240963855421686,0.5060240963855421,0.43373493975903615
Normal,0.07207207207207207,0.6936936936936937,0.23423423423423423
Right,0.050505050505050504,0.3838383838383838,0.5656565656565656
