side_label_name,basis_activation_b0,basis_activation_b1,basis_activation_b4,basis_activation_b5,basis_activation_b6,basis_activation_b8,basis_activation_b9,basis_activation_b10
Left,-0.3812960827359019,-0.00206011538813935,0.003998173354952153,0.007345554385016802,0.011632942610926771,0.005355616820638684,-0.05536404821612824,21.083912990836254
Normal,-0.907523372265946,-0.004026916470473044,0.004075757752196905,0.007259859790919191,0.012102248550964948,-0.3237437990746012,-6.231785639450094,-8.939411125100653
Right,-0.3004248379080184,-0.0017578550245629884,0.00316548130979175,0.008265290947424037,0.00659601074196485,-0.03367699264309383,-0.1335293746199987,0.05579096235628805
