score,basis_activation_b0,basis_activation_b1,basis_activation_b4,basis_activation_b5,basis_activation_b6,basis_activation_b8,basis_activation_b9,basis_activation_b10
0,-0.907523372265946,-0.004026916470473044,0.004075757752196905,0.007259859790919191,0.012102248550964948,-0.3237437990746012,-6.231785639450094,-8.939411125100653
1,-0.6178386052839179,-0.00294420501751008,0.0037139250809757455,0.007659516229490632,0.00991353241815451,-0.03624568571651031,-0.19697906237329826,8.433895233372278
2,-0.1396973468140802,-0.001157127905818059,0.003414416624284859,0.007990333462547922,0.008101813789043146,-0.002214124299265582,-0.02970894512574746,10.17249071428987
