basis_index,fro_norm,l1_sum,mean_abs,max_abs,swap_cosine,swap_delta_l1_mean,diag_block_mass_ratio,offdiag_block_mass_ratio,around_left_left_mass_ratio,around_right_right_mass_ratio,mouth_left_left_mass_ratio,mouth_right_right_mass_ratio,around_lr_cross_mass_ratio,mouth_lr_cross_mass_ratio,around_to_mouth_mass_ratio
0,1.0,17.541324615478516,0.0012387066381052136,0.15142229199409485,0.00585052790120244,0.0023299523163586855,0.12639000168509815,0.8736099348826382,0.011979385941248259,0.01304671102420776,0.07749984065965332,0.023864064059988824,0.021876011898750127,0.1991388206229425,0.6525951023609455
1,1.0000001192092896,16.679401397705078,0.0011778406333178282,0.23044821619987488,0.00935340579599142,0.0019223382696509361,0.18996484403366534,0.8100352125435638,0.021916549631735182,0.014687694034861155,0.06776997580790092,0.08559062455916808,0.042023783224526816,0.4250016864599422,0.3430097428590948
2,0.9999999403953552,91.02367401123047,0.006427771411836147,0.03028125874698162,-0.3042728006839752,0.010746242478489876,0.23065122993646878,0.769348824959032,0.02872210808730563,0.026406979538456846,0.10328189230722257,0.07224025000348375,0.061662959822338104,0.15999748126069258,0.5476883838760013
