basis_index,fro_norm,l1_sum,mean_abs,max_abs,swap_cosine,swap_delta_l1_mean,diag_block_mass_ratio,offdiag_block_mass_ratio,around_left_left_mass_ratio,around_right_right_mass_ratio,mouth_left_left_mass_ratio,mouth_right_right_mass_ratio,around_lr_cross_mass_ratio,mouth_lr_cross_mass_ratio,around_to_mouth_mass_ratio
0,1.0,37.48218536376953,0.0026468599680811167,0.06540222465991974,0.0010417172452434897,0.004878459498286247,0.23820127734789878,0.7617986738838224,0.015858761253202278,0.029620932100958453,0.12584142599787643,0.06688015799586165,0.025080677046056883,0.1411949099079525,0.595523086929813
1,1.0,33.978797912597656,0.0023994632065296173,0.0784311592578888,0.021110935136675835,0.004449006635695696,0.30167710450744895,0.6983228688856747,0.016679162445197047,0.026520507578187566,0.07456322807156716,0.1839142064124972,0.031707861601511,0.27029714144578687,0.3963178658383769
2,1.0,32.64247131347656,0.0023050964809954166,0.10208112746477127,-0.08653921633958817,0.004327969625592232,0.2042703523307996,0.7957295505856756,0.023743681064004624,0.021348836733271797,0.04949377574436534,0.10968405878915785,0.04959547394784596,0.15822133275539502,0.5879127438824346
